Q2,GMn/muGD,dGMn/muGD
3.5892e-05,0.9999865133784329,0.019626585838300396
3.6308e-05,0.9999863568572694,0.019626420265602015
3.6728e-05,0.9999861988262931,0.019626253103286213
3.7154e-05,0.9999860385328025,0.019626083555429042
3.7584e-05,0.9999858767291752,0.01962591241811809
3.8019e-05,0.9999857130389642,0.019625739293439894
3.8459e-05,0.9999855474619919,0.01962556418148461
3.8905e-05,0.9999853796217486,0.019625386684370957
3.9355e-05,0.9999852102706984,0.01962520759814246
3.9811e-05,0.9999850386559854,0.019625026126953642
4.0272e-05,0.9999848651537524,0.019624842668871566
4.0738e-05,0.9999846897638107,0.01962465722399187
4.121e-05,0.9999845121095765,0.019624469394470392
4.1687e-05,0.999984332567224,0.019624279578358605
4.217e-05,0.9999841507601386,0.019624087377828014
4.2658e-05,0.9999839670645149,0.019623893190919332
4.3152e-05,0.9999837811037078,0.0196236966198199
4.3652e-05,0.9999835928774742,0.019623497664652524
4.4157e-05,0.9999834027620422,0.01962329672344151
4.4668e-05,0.9999832103807176,0.019623093398398638
4.5186e-05,0.9999830153567479,0.01962288729176525
4.5709e-05,0.9999828184428678,0.019622679199448583
4.6238e-05,0.9999826192623327,0.019622468723685768
4.6774e-05,0.9999824174383384,0.019622255466744655
4.7315e-05,0.9999822137236968,0.0196220402244932
4.7863e-05,0.9999820073650372,0.019621822201346034
4.8417e-05,0.9999817987386359,0.01962160179530329
4.8978e-05,0.9999815874676159,0.01962137860866925
4.9545e-05,0.9999813739282758,0.019621153039432165
5.0119e-05,0.9999811577437011,0.019620924689915397
5.0699e-05,0.9999809392902156,0.019620693958095008
5.1286e-05,0.999980718190866,0.019620460446313683
5.188e-05,0.9999804944453159,0.01962022415474168
5.2481e-05,0.9999802680532262,0.019619985083551304
5.3088e-05,0.999980039390969,0.019619743630693263
5.3703e-05,0.9999798077047793,0.01961949900078247
5.4325e-05,0.9999795733710053,0.01961925159178208
5.4954e-05,0.9999793363892902,0.01961900140387244
5.559e-05,0.9999790967592754,0.019618748437235985
5.6234e-05,0.9999788541037925,0.01961849229432397
5.6885e-05,0.9999786087992416,0.019618233373073918
5.7544e-05,0.9999783604684116,0.019617971275959576
5.821e-05,0.9999781094877284,0.019617706400905037
5.8884e-05,0.9999778554799355,0.01961743835040689
5.9566e-05,0.9999775984445916,0.01961716712468848
6.0256e-05,0.9999773383812512,0.019616892723975706
6.0954e-05,0.9999770752894642,0.01961661514849716
6.166e-05,0.9999768091687727,0.01961633439848407
6.2373e-05,0.9999765403956865,0.019616050871818443
6.3096e-05,0.9999762678388275,0.019615763375792218
6.3826e-05,0.9999759926286348,0.019615473103589076
6.4565e-05,0.9999757140106316,0.019615179260184704
6.5313e-05,0.9999754319842733,0.019614881845854405
6.6069e-05,0.9999751469260824,0.019614581258474036
6.6834e-05,0.9999748584584726,0.019614277100707393
6.7608e-05,0.9999745665808817,0.019613969372839386
6.8391e-05,0.9999742712927405,0.01961365807515837
6.9183e-05,0.9999739725934743,0.01961334320795606
6.9984e-05,0.9999736704825009,0.019613024771527373
7.0795e-05,0.9999733645820316,0.01961270236863883
7.1614e-05,0.99997305564585,0.019612376794667197
7.2444e-05,0.9999727425416861,0.019612046857356163
7.3282e-05,0.9999724264005987,0.01961171374957607
7.4131e-05,0.9999721060901674,0.019611376279146744
7.4989e-05,0.9999717823642597,0.019611035241402612
7.5858e-05,0.9999714544675693,0.019610689841739106
7.6736e-05,0.9999711231540409,0.019610340875451472
7.7625e-05,0.9999707876682572,0.019609987547991307
7.8524e-05,0.999970448386832,0.01960963025718837
7.9433e-05,0.9999701053090321,0.01960926900341454
8.0353e-05,0.9999697580566552,0.0196089033896458
8.1283e-05,0.9999694070063634,0.019608533813687875
8.2224e-05,0.9999690517798867,0.019608159878551273
8.3176e-05,0.999968692376381,0.019607781584664027
8.414e-05,0.9999683284174301,0.019607398535111592
8.5114e-05,0.9999679606572713,0.019607011525040737
8.6099e-05,0.9999675887174941,0.019606620157533568
8.7096e-05,0.9999672122195725,0.019606224035731167
8.8105e-05,0.9999668311625309,0.019605823160128204
8.9125e-05,0.9999664459230835,0.019605417928504162
9.0157e-05,0.9999660561225887,0.019605007944058204
9.1201e-05,0.9999656617600388,0.019604593207302214
9.2257e-05,0.9999652628344133,0.019604173718754128
9.3325e-05,0.9999648593446814,0.01960374947893768
9.4406e-05,0.9999644509119563,0.01960332009117652
9.5499e-05,0.9999640379129677,0.019602885953242364
9.6605e-05,0.9999636199687449,0.019602446668501538
9.7724e-05,0.9999631970781196,0.019602002237548252
9.8855e-05,0.9999627696178718,0.01960155305812817
0.0001,0.999962336830907,0.019601098336544314
0.00010116,0.9999618983378947,0.019600637676346084
0.00010233,0.9999614560277148,0.019600173063735963
0.00010351,0.9999610098994165,0.01959970449919698
0.00010471,0.9999605561708084,0.019599228012576544
0.00010593,0.9999600948399384,0.019598743604866388
0.00010715,0.9999596334686224,0.019598259217677348
0.00010839,0.9999591644924017,0.019597766910742057
0.00010965,0.9999586879092593,0.019597266685085123
0.00011092,0.9999582075000704,0.01959676251152994
0.0001122,0.9999577232638055,0.019596254390600382
0.0001135,0.9999572314158055,0.019595738353396588
0.00011482,0.9999567319539578,0.019595214400992246
0.00011614,0.999956232444802,0.019594690472601914
0.00011749,0.9999557215342392,0.019594154661585678
0.00011885,0.9999552067891322,0.019593614906993767
0.00012023,0.9999546844229324,0.019593067240886365
0.00012162,0.9999541582192271,0.019592515632710597
0.00012303,0.9999536243906839,0.019591956114924546
0.00012445,0.9999530867216114,0.01959139265661007
0.00012589,0.9999525414238767,0.019590821290631586
0.00012735,0.9999519884951442,0.019590242018177526
0.00012882,0.9999514317208268,0.019589658807768626
0.00013032,0.9999508635233696,0.019589063725787875
0.00013183,0.9999502914763182,0.019588464707893875
0.00013335,0.999949715578453,0.01958786175470852
0.0001349,0.9999491282496974,0.01958724693389667
0.00013646,0.9999485370659862,0.019586628179903028
