!      E0    Theta      Q^2          Sig     dSig_tot TPE(Blun) TPE(Fesh) idat      Norm TPE(extra)
   96.40    84.60   0.0154   1.3440E+03   1.5869E+01   1.0093   1.0092   24     0.046   0.0000
  102.20    84.30   0.0171   1.2140E+03   1.4354E+01   1.0092   1.0092   24     0.046   0.0000
  108.70    84.10   0.0192   1.0700E+03   1.4039E+01   1.0092   1.0092   24     0.046   0.0000
   90.40   115.90   0.0206   3.4080E+02   7.3658E+00   1.0125   1.0105   24     0.046   0.0000
  118.60    93.70   0.0264   5.3800E+02   7.1215E+00   1.0100   1.0097   24     0.046   0.0000
  129.50    93.20   0.0309   4.6160E+02   6.1349E+00   1.0099   1.0096   24     0.046   0.0000
  149.80    28.00   0.0052   6.0490E+04   1.1920E+03   1.0042   1.0045   23     0.035   0.0000
  149.80    40.00   0.0101   1.3780E+04   1.2980E+02   1.0054   1.0058   23     0.035   0.0000
  149.80    45.00   0.0126   8.1950E+03   7.9760E+01   1.0058   1.0063   23     0.035   0.0000
  149.80    50.00   0.0152   5.2500E+03   5.9770E+01   1.0062   1.0068   23     0.035   0.0000
  149.80    55.00   0.0179   3.4850E+03   2.9960E+01   1.0066   1.0072   23     0.035   0.0000
  149.80    60.00   0.0208   2.4000E+03   2.0000E+01   1.0069   1.0076   23     0.035   0.0000
  149.80    65.00   0.0237   1.6670E+03   1.3990E+01   1.0073   1.0080   23     0.035   0.0000
  149.80    70.00   0.0267   1.1940E+03   1.1970E+01   1.0077   1.0084   23     0.035   0.0000
  149.80    75.00   0.0297   8.6810E+02   9.9670E+00   1.0081   1.0087   23     0.035   0.0000
  180.10    28.00   0.0074   4.1660E+04   7.9740E+02   1.0041   1.0045   23     0.035   0.0000
  180.10    40.00   0.0145   9.2730E+03   7.9940E+01   1.0052   1.0058   23     0.035   0.0000
  180.10    45.00   0.0180   5.5370E+03   4.9880E+01   1.0056   1.0063   23     0.035   0.0000
  180.10    50.00   0.0217   3.5480E+03   2.9900E+01   1.0059   1.0068   23     0.035   0.0000
  180.10    55.00   0.0256   2.3130E+03   1.6980E+01   1.0063   1.0072   23     0.035   0.0000
  180.10    60.00   0.0296   1.5880E+03   1.1000E+01   1.0066   1.0076   23     0.035   0.0000
  180.10    65.00   0.0337   1.1060E+03   7.9960E+00   1.0070   1.0080   23     0.035   0.0000
  180.10    70.00   0.0379   7.9690E+02   6.9820E+00   1.0073   1.0084   23     0.035   0.0000
  180.10    75.00   0.0421   5.8390E+02   5.9780E+00   1.0077   1.0087   23     0.035   0.0000
  199.60    28.00   0.0091   3.3130E+04   6.9860E+02   1.0040   1.0045   23     0.035   0.0000
  199.60    40.00   0.0178   7.3170E+03   9.9960E+01   1.0051   1.0058   23     0.035   0.0000
  199.60    45.00   0.0220   4.4300E+03   4.9890E+01   1.0054   1.0063   23     0.035   0.0000
  199.60    50.00   0.0265   2.7700E+03   3.9860E+01   1.0057   1.0068   23     0.035   0.0000
  199.60    60.00   0.0360   1.2470E+03   1.4000E+01   1.0064   1.0076   23     0.035   0.0000
  199.60    70.00   0.0460   6.2220E+02   6.9800E+00   1.0070   1.0084   23     0.035   0.0000
  228.90    28.00   0.0119   2.4780E+04   4.9960E+02   1.0039   1.0045   23     0.035   0.0000
  228.90    40.00   0.0232   5.5090E+03   6.9980E+01   1.0048   1.0058   23     0.035   0.0000
  228.90    45.00   0.0286   3.2530E+03   3.9910E+01   1.0051   1.0063   23     0.035   0.0000
  228.90    50.00   0.0344   2.0530E+03   1.9930E+01   1.0054   1.0068   23     0.035   0.0000
  228.90    55.00   0.0405   1.3200E+03   1.5980E+01   1.0057   1.0072   23     0.035   0.0000
  228.90    60.00   0.0467   9.0470E+02   8.9970E+00   1.0060   1.0076   23     0.035   0.0000
  228.90    70.00   0.0594   4.5650E+02   3.9870E+00   1.0065   1.0084   23     0.035   0.0000
  228.90    75.00   0.0658   3.3560E+02   2.9870E+00   1.0068   1.0087   23     0.035   0.0000
  249.60    28.00   0.0141   2.0190E+04   3.9980E+02   1.0038   1.0045   23     0.035   0.0000
  249.60    35.00   0.0215   7.8900E+03   9.0000E+01   1.0043   1.0053   23     0.035   0.0000
  249.60    40.00   0.0274   4.4590E+03   5.9980E+01   1.0047   1.0058   23     0.035   0.0000
  249.60    45.00   0.0339   2.6540E+03   2.9930E+01   1.0049   1.0063   23     0.035   0.0000
  249.60    50.00   0.0406   1.6470E+03   2.2910E+01   1.0052   1.0068   23     0.035   0.0000
  249.60    55.00   0.0477   1.0770E+03   1.4970E+01   1.0054   1.0072   23     0.035   0.0000
  249.60    60.00   0.0550   7.3360E+02   7.9960E+00   1.0057   1.0076   23     0.035   0.0000
  249.60    65.00   0.0624   5.1640E+02   6.9910E+00   1.0059   1.0080   23     0.035   0.0000
  249.60    70.00   0.0698   3.6470E+02   3.9860E+00   1.0062   1.0084   23     0.035   0.0000
  249.60    75.00   0.0771   2.6980E+02   3.9820E+00   1.0064   1.0087   23     0.035   0.0000
